flat,street,postcode
56,ROSEBANK CRESCENT,EX4 6EH
9,BAKER STREET,EX2 5EA
17,LOWER KINGS AVENUE,EX4 6JT
109,ROUND TABLE MEET,EX4 8LG
26,CHAMBERLAIN ROAD,EX2 8EW
26,BONVILLE CLOSE,EX1 3JS
2,ST. ANNES ROAD,EX1 2QD
47,MAGDALEN ROAD,EX2 4TA
14,CASTLE STREET,EX4 3PT
73,WENTWORTH GARDENS,EX4 1NQ
14,PENNSYLVANIA ROAD,EX4 6BH
136,ST. KATHERINES ROAD,EX4 7JJ
,NORTHERNHAY GATE,EX4 3SA
,HENNOCK ROAD NORTH,EX2 8NJ
7,MASTERSON STREET,EX2 5GR
31,VICTOR STREET,EX1 3BU
104,ST. KATHERINES ROAD,EX4 7JJ
11,FRIARS WALK,EX2 4AY
,PRESTON STREET,EX1 1DP
,BOVEMOORS LANE,EX2 5DS
25,OLD TIVERTON ROAD,EX4 6LG
100,MOUNT PLEASANT ROAD,EX4 7AB
32,PENDRAGON ROAD,EX4 9EE
128,CHANCELLORS WAY,EX4 9DX
45,MAYFLOWER AVENUE,EX4 5DS
37,BARNFIELD ROAD,EX1 1RX
61,MYRTLE ROAD,EX4 1QA
24,EAST JOHN WALK,EX1 2EW
27,COWICK LANE,EX2 9HW
,EAST WONFORD HILL,EX1 3DD
65,MAYFLOWER AVENUE,EX4 5DS
1,NORMANDY ROAD,EX1 2SR
17,CHARNLEY AVENUE,EX4 1RD
6,MILE LANE,EX4 9AA
114,RIFFORD ROAD,EX2 5LN
36,BUCKERELL AVENUE,EX2 4RD
98,SIDWELL STREET,EX4 6RF
,THE QUAY,EX2 4AP
15,LEIGHDENE CLOSE,EX2 4PN
3,NEWLANDS CLOSE,EX2 9JP
15,FOXTOR ROAD,EX4 2NQ
28,LAKELANDS DRIVE,EX4 2QB
27,OKEHAMPTON ROAD,EX4 1EH
90,LATIMER ROAD,EX4 7JP
48,PENNSYLVANIA ROAD,EX4 6DB
21,BRUNSWICK STREET,EX4 1BT
340,PINHOE ROAD,EX4 8AF
51,REDHILLS CLOSE,EX4 1SE
40,BROADWAY,EX2 9LU
4,TENNYSON AVENUE,EX2 6BS
53,ROSEBERY ROAD,EX4 6LT
35,FARM HILL,EX4 2LW
42,HAZEL ROAD,EX2 6HN
79,ATHELSTAN ROAD,EX1 1SB
8,CRANBROOK ROAD,EX2 5HG
,HAMLIN GARDENS,EX1 3BD
116,BARTON ROAD,EX2 9DD
,EXWICK HILL,EX4 2AH
76,ROLLESTONE CRESCENT,EX4 5EF
2,CHURCHILL ROAD,EX2 9BU
,NORTH LAWN COURT,EX1 2RA
,EXWICK ROAD,EX4 2AZ
1,HEATHER CLOSE,EX1 3LE
,ST. DAVIDS HILL,EX4 3RD
35,OXFORD STREET,EX2 9AG
,CLIFFORD CLOSE,EX1 3JU
59,ASHLEIGH MOUNT ROAD,EX4 1SW
3,TAMARISK CLOSE,EX4 9JX
96,HAMLIN GARDENS,EX1 3BD
,KINNERTON WAY,EX4 2EZ
23,ROSELAND AVENUE,EX1 2TN
35,VICTORIA STREET,EX4 6JQ
15,TENNYSON AVENUE,EX2 6BS
26,ROSEBANK CRESCENT,EX4 6EH
140,HAMLIN GARDENS,EX1 3AA
26,ROSEBERY ROAD,EX4 6LT
4,COLLETON CRESCENT,EX2 4DG
,TOPSHAM ROAD,EX2 6AA
,NORTH STREET,EX1 2RP
2,CATHEDRAL CLOSE,EX1 1HS
18,HOMEFIELD ROAD,EX1 2QU
,PROSPECT PLACE,EX4 1HY
1,FRIARS WALK,EX2 4AY
92,LADYSMITH ROAD,EX1 2PP
,HAVEN ROAD,EX2 8BP
19,ST. LEONARDS AVENUE,EX2 4DL
41,BEACON LANE,EX4 8LJ
,ALFORD CRESCENT,EX1 3LW
6,LEIGHDENE CLOSE,EX2 4PN
,COWICK LANE,EX2 9HY
84,IOLANTHE DRIVE,EX4 9EA
35,BARNARDO ROAD,EX2 4ND
89,ST. LEONARDS ROAD,EX2 4LS
21,COTFIELD STREET,EX2 8EE
30,SUMMERWAY,EX4 8DF
130,BUDDLE LANE,EX4 1JN
5,ARENA PARK,EX4 8RB
2,OLD TIVERTON ROAD,EX4 6LB
54,FARM HILL,EX4 2LW
107,ASHLEIGH MOUNT ROAD,EX4 1SW
3,POLSLOE ROAD,EX1 2HL
,COLLEGE ROAD,EX1 1TE
29,CELIA CRESCENT,EX4 9DU
33,HALDON ROAD,EX4 4DZ
85,FARM HILL,EX4 2LJ
29,WELLPARK CLOSE,EX4 1TS
55,OXFORD ROAD,EX4 6QX
19,TORONTO ROAD,EX4 6LE
28,GANDY STREET,EX4 3LS
164,SIDWELL STREET,EX4 6RH
47,PENNSYLVANIA ROAD,EX4 6DF
,WINCHESTER AVENUE,EX4 2DQ
,BLACKBOY ROAD,EX4 6SX
47,WOODBURY VIEW,EX2 9JQ
,ST. DAVIDS HILL,EX4 3RA
16,MANSTON ROAD,EX1 2QA
8,LANCELOT ROAD,EX4 9DA
14,ELDERTREE GARDENS,EX4 4DE
4,SIMEY CLOSE,EX4 2HZ
20,CLEVE ROAD,EX4 2BN
65,KING ARTHURS ROAD,EX4 9BQ
14,HAWTHORN ROAD,EX2 6DZ
52,HAZEL ROAD,EX2 6HN
44,FARM HILL,EX4 2LW
23,TEMPLE ROAD,EX2 4HG
153,SWEETBRIER LANE,EX1 3DG
32,KESTOR DRIVE,EX4 2NH
5,PERTH CLOSE,EX4 5BB
19,WELLSWOOD GARDENS,EX4 1RH
321,PINHOE ROAD,EX4 8AD
97,LONGBROOK STREET,EX4 6AU
6,BLENHEIM ROAD,EX2 8SD
20,TEMPLE ROAD,EX2 4HQ
17,KING ARTHURS ROAD,EX4 9BE
14,CHAMBERLAIN ROAD,EX2 8EW
11,RIVERMEAD ROAD,EX2 4RH
42,MERRIVALE ROAD,EX4 1PX
,LONGBROOK TERRACE,EX4 4EL
,PRESCOT ROAD,EX4 1RB
10,ST. BERNARDS CLOSE,EX2 4RX
48,DRYDEN ROAD,EX2 5BS
107,PORTLAND STREET,EX1 2EG
53,FORDS ROAD,EX2 8ER
124,WHIPTON LANE,EX1 3DL
,GROSVENOR PLACE,EX1 2HJ
16,KENT CLOSE,EX2 5DH
39,HOWELL ROAD,EX4 4LT
45,ST. JOHNS ROAD,EX1 2HR
,MICHAEL BROWNING WAY,EX2 8DD
33,LABURNUM ROAD,EX2 6EG
1,LONGBROOK TERRACE,EX4 4EU
93,COLLINS ROAD,EX4 5DE
9,ROUND TABLE MEET,EX4 8LG
13,RICHMOND ROAD,EX4 4JA
40,HALDON ROAD,EX4 4DZ
42,DORSET AVENUE,EX4 1NB
,COMMERCIAL ROAD,EX2 4EF
,WONFORD STREET,EX2 5DQ
104,VAUGHAN ROAD,EX1 3JR
26,SPRINGFIELD ROAD,EX4 6JL
,SOUTHERNHAY EAST,EX1 1NX
,LAKELANDS DRIVE,EX4 2QB
,SUMMER LANE,EX4 8NN
,OXFORD ROAD,EX4 6QU
,MEDLEY COURT,EX4 2QJ
21,WELL STREET,EX4 6QR
,KING STREET,EX1 1DR
,LADYSMITH ROAD,EX1 2PP
29,CASTLE MOUNT,EX4 4JW
8,HANOVER CLOSE,EX1 2SX
75,MYRTLE ROAD,EX4 1QA
18,WHITEFRIARS WALK,EX4 7BT
,WATER LANE,EX2 8BD
10,WAVERLEY AVENUE,EX4 4NL
22,CHARNLEY AVENUE,EX4 1RD
67,EXWICK ROAD,EX4 2BT
85,OKEHAMPTON ROAD,EX4 1EP
,CLIFTON HILL,EX1 2DJ
,ST. DAVIDS HILL,EX4 4DA
42,LOWER KINGS AVENUE,EX4 6JS
1,YEW TREE CLOSE,EX4 5EH
10,OXFORD ROAD,EX4 6QU
11,WOODVILLE ROAD,EX2 8JW
2,HEAVITREE PARK,EX1 3BP
,WATER LANE,EX2 8DB
1,WYKES ROAD,EX1 2UG
20,WELLINGTON ROAD,EX2 9DU
,WATER LANE,EX2 8BD
19,EBRINGTON ROAD,EX2 8JQ
26,MAY STREET,EX4 6LL
73,CORDERY ROAD,EX2 9DL
30,RYDON LANE,EX2 7AW
15,ALBION STREET,EX4 1AZ
26,MARYPOLE ROAD,EX4 7HD
12,FRIARS WALK,EX2 4AY
60,PARKWAY,EX2 9NF
1,PARK ROAD,EX1 2HP
15,FORE STREET,EX2 9RQ
14,BROOKFIELD GARDENS,EX2 8TG
7,SUMMERWAY,EX4 8DA
25,DANES ROAD,EX4 4LS
14,CLEVE ROAD,EX4 2BN
,TUDOR STREET,EX4 3DW
20,MARGARET ROAD,EX4 7DJ
29,IOLANTHE DRIVE,EX4 9DZ
,WESTERN WAY,EX1 2DE
,NORTH STREET,EX4 3QS
7,BENNETT SQUARE,EX4 8AZ
10,BROOM CLOSE,EX2 5JF
29,BURRATOR DRIVE,EX4 2EN
33,BETTYSMEAD,EX4 8LN
12,HEXWORTHY AVENUE,EX4 2NL
12,SCHOOL LANE,EX2 6LB
12,CHELMSFORD ROAD,EX4 2LN
109,BONHAY ROAD,EX4 4BH
45,SWEETBRIER LANE,EX1 3AF
20,WYNFORD ROAD,EX4 7ET
12,BARING CRESCENT,EX1 1TL
13,ALLER VALE CLOSE,EX2 5NH
10,GUINEVERE WAY,EX4 8LQ
40,MOORLAND WAY,EX4 2ER
89,BONHAY ROAD,EX4 4BL
,HEATH ROAD,EX2 5JX
2,OLD TIVERTON ROAD,EX4 6LB
,HAVEN ROAD,EX2 8GW
42,LABURNUM ROAD,EX2 6EF
,CHURCH ROAD,EX2 9DP
7,MARSH GREEN ROAD NORTH,EX2 8NY
,NEW NORTH ROAD,EX4 4FB
,OLD COACH LANE,EX1 2FA
,NEW NORTH ROAD,EX4 4GG
,NEW NORTH ROAD,EX4 4GH
,NORTHERNHAY PLACE,EX4 3RY
,BRUNEL CLOSE,EX4 4FG
22,HAMILTON AVENUE,EX2 6BQ
32,POWDERHAM ROAD,EX2 9BS
38,MOORLAND WAY,EX4 2ER
,VAUGHAN ROAD,EX1 3JN
37,WATER LANE,EX2 8BY
181,PINHOE ROAD,EX4 7HZ
30,WATERSIDE,EX2 8GU
,BRUNEL CLOSE,EX4 4FD
141,BEACON LANE,EX4 8LR
17,MAYFIELD ROAD,EX2 5HH
35,SHAKESPEARE ROAD,EX2 6BP
50,BURNTHOUSE LANE,EX2 6DE
23,FLORIDA DRIVE,EX4 5EX
1,OLD PARK ROAD,EX4 4EZ
68,ATTWYLL AVENUE,EX2 5HW
16,FAIRHAZEL DRIVE,EX4 2DE
29,POWDERHAM ROAD,EX2 9BS
68,ROSEBANK CRESCENT,EX4 6EJ
34,LADYSMITH ROAD,EX1 2PU
,ST. DAVIDS HILL,EX4 3RD
46,KINNERTON WAY,EX4 2PR
,OLD MILL CLOSE,EX2 4DD
11,HAYES BARTON COURT,EX4 1DJ
,STADIUM WAY,EX4 6JX
11,WAVERLEY AVENUE,EX4 4NL
35,WAYSIDE CRESCENT,EX1 3LF
42,ARCHIBALD ROAD,EX1 1SA
,NEW NORTH ROAD,EX4 4FB
,NEW NORTH ROAD,EX4 4GH
,SIVELL PLACE,EX2 5FH
,NEW NORTH ROAD,EX4 4GJ
,NORTHERNHAY PLACE,EX4 3RY
,SOUTHERNHAY EAST,EX1 1AF
,DUNSFORD ROAD,EX4 1LF
,BALLS FARM ROAD,EX2 9RA
40,QUEENS ROAD,EX2 9EP
,PROSPECT PLACE,EX4 1HX
4,HATHERLEIGH ROAD,EX2 9LQ
,EAST JOHN WALK,EX1 2EW
6,KINGSWOOD CLOSE,EX4 2PB
27,MONKSWELL ROAD,EX4 7AX
129,SALTERS ROAD,EX2 5DB
24,HOLLOWAY STREET,EX2 4JQ
,CORONATION ROAD,EX2 5LZ
37,BARTHOLOMEW STREET WEST,EX4 3BN
31,GLOUCESTER ROAD,EX4 2EF
8,JOHN LEVERS WAY,EX4 1ED
13,CHESTNUT AVENUE,EX2 6DH
175,EXWICK ROAD,EX4 2BB
13,SHAKESPEARE ROAD,EX2 6BP
308,PINHOE ROAD,EX4 8AS
57,ROUND TABLE MEET,EX4 8LG
47,DUCKWORTH ROAD,EX2 9BP
24,VEALE DRIVE,EX2 5GW
7,THORNPARK RISE,EX1 3HS
,NEW NORTH ROAD,EX4 4GE
,NEW NORTH ROAD,EX4 4GH
,NEW NORTH ROAD,EX4 4FZ
,NEW NORTH ROAD,EX4 4GD
15,KNIGHTS PLACE,EX4 9AL
5,CHAUCER AVENUE,EX2 6BR
,GALAHAD CLOSE,EX4 9BD
141,ALPHINGTON ROAD,EX2 8JD
4,IVY CLOSE,EX2 5LX
,LADYSMITH LANE,EX1 2FB
14,KERSWILL ROAD,EX4 1NY
25,BODLEY CLOSE,EX1 3LD
47,PINHOE ROAD,EX4 7HS
22,CHURCHILL ROAD,EX2 9BU
8,ST. BERNARDS CLOSE,EX2 4RX
,BONHAY ROAD,EX4 4BL
91,MOUNT PLEASANT ROAD,EX4 7AD
7,LONGBROOK TERRACE,EX4 4EU
,COWICK STREET,EX4 1FL
71,CHAUCER GROVE,EX4 7BX
,COWLEY BRIDGE ROAD,EX4 5FH
,WENTWORTH GARDENS,EX4 1NH
,LONGBROOK STREET,EX4 6AL
,COWLEY BRIDGE ROAD,EX4 5FH
,COWLEY BRIDGE ROAD,EX4 5FJ
,COWLEY BRIDGE ROAD,EX4 5FJ
,SOUTHERNHAY WEST,EX1 1TS
6,VEITCH CLOSE,EX2 4AF
,NEW NORTH ROAD,EX4 4FZ
14,WOOLSERY AVENUE,EX4 8BJ
,OLD IDE CLOSE,EX2 9SP
,ROBERTS ROAD,EX2 4HE
,CHURCH STREET,EX2 5EJ
,BONHAY ROAD,EX4 4BP
,UNION STREET,EX2 9BB
95,FORE STREET,EX1 2RN
7,CHANDLERS WALK,EX2 8BA
3,ROMAN WALK,EX1 1GP
26,POLSLOE ROAD,EX1 2HL
9,HOWELL ROAD,EX4 4LG
3,REGENT STREET,EX2 9EJ
,GREEN LANE,EX4 1RF
1,DRAYCOTT CLOSE,EX2 5DG
70,ROSEBARN LANE,EX4 5DG
35,MONKSWELL ROAD,EX4 7AX
,HENNOCK ROAD CENTRAL,EX2 8NP
6,SALUTARY MOUNT,EX1 2QE
,CHURCH STREET,EX2 5EJ
45,KING STREET,EX1 1BG
138,ST. KATHERINES ROAD,EX4 7JJ
27,HIGH STREET,EX4 3LN
,MOUNT RADFORD CRESCENT,EX2 4ER
,SILVER LANE,EX4 6SQ
46,ALDRIN ROAD,EX4 5DN
53,MAYFLOWER AVENUE,EX4 5DS
258,PINHOE ROAD,EX4 7HH
289,PINHOE ROAD,EX4 8AD
21,RADFORD ROAD,EX2 4EU
89,CHARD ROAD,EX1 3AY
110,CHESTNUT AVENUE,EX2 6DN
22,CHAPEL ROAD,EX2 8TB
47,ARENA PARK,EX4 8RB
8,SYCAMORE CLOSE,EX1 3DF
3,SCOTT AVENUE,EX2 6BY
62,OKEHAMPTON ROAD,EX4 1EP
7,ALEXANDRA TERRACE,EX4 6SY
3,SOUTH AVENUE,EX1 2DZ
29,SPENSER AVENUE,EX2 6BW
1,KING STEPHEN CLOSE,EX4 4LX
39,NORMANDY ROAD,EX1 2SR
45,PRINCE CHARLES ROAD,EX4 7EF
,OLD MILL CLOSE,EX2 4DD
25,HADRIAN DRIVE,EX4 1SR
32,ROBERTS ROAD,EX2 4HD
7,MONKS ROAD,EX4 7AY
47,JOHN LEVERS WAY,EX4 1DZ
42,CHURCH ROAD,EX2 9AX
,BUTTS ROAD,EX2 5JW
37,FARM HILL,EX4 2LW
,GRENDON ROAD,EX1 2NQ
14,LISTER CLOSE,EX2 4SD
15,ROUND TABLE MEET,EX4 8LG
11,HAMLIN LANE,EX1 2SB
43,HAMILTON AVENUE,EX2 6BQ
99,KINNERTON WAY,EX4 2BL
33,BIRCHY BARTON HILL,EX1 3EX
,RIVERMEAD ROAD,EX2 4RH
62,VELWELL ROAD,EX4 4LD
,ALPHINGTON STREET,EX2 8AR
3,ST. ANDREWS ROAD,EX4 2AA
237,MONKS ROAD,EX4 7BN
39,SPRINGFIELD ROAD,EX4 6JL
,NEW NORTH ROAD,EX4 4HG
90,ROSEBARN LANE,EX4 5DG
67,PRINCE CHARLES ROAD,EX4 7EE
6,VICTORIA PARK ROAD,EX2 4NT
8,WOOLSERY GROVE,EX4 8BL
15,CHANDLERS WALK,EX2 8BA
,NEW NORTH ROAD,EX4 4JH
110,WONFORD STREET,EX2 5DE
9,ALBION PLACE,EX4 6LH
120,FORE STREET,EX1 2RS
143,FORE STREET,EX4 3AN
82,POLSLOE ROAD,EX1 2NF
49,CHANDLERS WALK,EX2 8BA
7,GREYFRIARS ROAD,EX4 7BS
2,HOMEFIELD ROAD,EX1 2QS
3,EXTON ROAD,EX2 8LX
10,RONCHETTI WAY,EX2 6EQ
17,RONCHETTI WAY,EX2 6EQ
8,CHRISTOW ROAD,EX2 8QP
7,KNIGHTS PLACE,EX4 9AL
,NEW NORTH ROAD,EX4 4GE
8,GRENDON BUILDINGS,EX1 1DN
,NEW NORTH ROAD,EX4 4FZ
21,NORTHERNHAY STREET,EX4 3EL
,COWLEY BRIDGE ROAD,EX4 5FH
,COWLEY BRIDGE ROAD,EX4 5FH
7,PRIORY VIEW,EX4 8EA
,WESTBROOK CLOSE,EX4 8BQ
,RED LION LANE,EX1 2FH
,MEDLEY COURT,EX4 2QL
1,DEANERY PLACE,EX1 1HU
23,POWLESLAND ROAD,EX2 8RS
2,WHIPTON BARTON ROAD,EX1 3LP
,EXE STREET,EX4 3HF
45,WELL STREET,EX4 6QF
22,WELLINGTON ROAD,EX2 9DU
,WATER LANE,EX2 8BD
46,WATERSIDE,EX2 8GX
9,GORDON'S PLACE,EX1 2RF
7,KINGSWOOD CLOSE,EX4 2PB
12,NORTH STREET,EX1 2RE
4,MILL ROAD,EX2 6LY
,GLADSTONE ROAD,EX1 2ED
9,MODRED CLOSE,EX4 9AQ
72,SWEETBRIER LANE,EX1 3AQ
26,MOUNT DINHAM,EX4 4EB
,MARY ARCHES STREET,EX4 3AZ
17,BARNFIELD ROAD,EX1 1RR
5,NEWTOWN CLOSE,EX1 2EU
44,CLIFTON ROAD,EX1 2BJ
3,HAMILTON AVENUE,EX2 6BQ
34,NEW BRIDGE STREET,EX4 3AH
,BAMPFYLDE STREET,EX1 2AH
19,HIGH STREET,EX2 9RW
90,HAMLIN GARDENS,EX1 3BD
,ACLAND ROAD,EX4 6PN
19,WIDGERY ROAD,EX4 8AU
14,ST. DAVIDS HILL,EX4 3RQ
,ISLEWORTH ROAD,EX4 1QU
,ST. KATHERINES ROAD,EX4 7JJ
32,BISHOP WESTALL ROAD,EX2 6NH
,MEDLEY COURT,EX4 2QG
6,SOUTH STREET,EX1 1DZ
8,WATERLOO ROAD,EX2 9DT
,WATER LANE,EX2 8BG
,QUEEN STREET,EX4 3SJ
12,WHIPTON VILLAGE ROAD,EX4 8AW
1,LONG ACRES,EX2 4LW
5,CHANDLERS WALK,EX2 8BA
,BOVEMOORS LANE,EX2 5DS
17,WAVERLEY AVENUE,EX4 4NL
77,WOODWATER LANE,EX2 5NQ
,COWLEY BRIDGE ROAD,EX4 5FJ
50,OLD TIVERTON ROAD,EX4 6NG
,NEW NORTH ROAD,EX4 4FZ
4,COLLEGE ROAD,EX1 1TE
,NEW NORTH ROAD,EX4 4GG
,NEW NORTH ROAD,EX4 4BZ
,NEW NORTH ROAD,EX4 4GG
,RICHMOND ROAD,EX4 4SP
71,LOOE ROAD,EX4 4FQ
34,GATE REACH,EX2 6GA
,STREATHAM DRIVE,EX4 4PD
7,SANFORD PLACE,EX2 9FD
,WESTERN WAY,EX1 2ZS
,WESTERN WAY,EX1 2ZT
,WESTERN WAY,EX1 2ZT
,VICTORIA PARK ROAD,EX2 4NU
7,VEITCH CLOSE,EX2 4AF
37,NORTHERNHAY STREET,EX4 3ER
62,WARDREW ROAD,EX4 1HA
67,WHIPTON LANE,EX1 3DL
17,WARDREW ROAD,EX4 1HB
212,CHESTNUT AVENUE,EX2 6DP
,MOUNT DINHAM COURT,EX4 4FW
,WESTERN WAY,EX1 2ZS
,RED LION LANE,EX1 2FH
48,NEW NORTH ROAD,EX4 4EP
,HEAVITREE ROAD,EX1 2LD
13,GUILDHALL SHOPPING CENTRE,EX4 3HG
,NEW NORTH ROAD,EX4 4FT
,NEW NORTH ROAD,EX4 4GE
,COWLEY BRIDGE ROAD,EX4 5FJ
,COWLEY BRIDGE ROAD,EX4 5FJ
4,COLLEGE ROAD,EX1 1TE
,EXE STREET,EX4 3DX
100,GUILDHALL SHOPPING CENTRE,EX4 3HP
4,COWICK COURT,EX2 9FE
,NEW NORTH ROAD,EX4 4GE
,NEW NORTH ROAD,EX4 4GP
,COWICK STREET,EX4 1FL
41,CHAUCER GROVE,EX4 7BX
,MOUNT DINHAM COURT,EX4 4FP
15,WHIPTON BARTON ROAD,EX1 3LN
,HAVEN ROAD,EX2 8DP
,FURZE COURT,EX4 1FG
,NEW NORTH ROAD,EX4 4GP
26,MOUNT PLEASANT ROAD,EX4 7AD
,NEW NORTH ROAD,EX4 4BZ
,HENNOCK ROAD NORTH,EX2 8AG
33,WOODBURY VIEW,EX2 9JQ
,MAGDALEN ROAD,EX2 4TD
9,BROADWAY,EX2 9LU
,PENNSYLVANIA ROAD,EX4 6TR
,BEAUFORT ROAD,EX2 9AB
10,BURNTHOUSE LANE,EX2 6EL
26,CHIEFTAIN WAY,EX2 9DR
,ISLEWORTH ROAD,EX4 1QU
43,CULVERLAND ROAD,EX4 6JJ
,BEACON LANE,EX4 8LZ
,ALPHIN BROOK ROAD,EX2 8RG
,PINHOE ROAD,EX4 7HQ
47,CORN MILL CRESCENT,EX2 8TL
,SALMON POOL LANE,EX2 4SW
,BARTHOLOMEW STREET WEST,EX4 3AD
47,BEACON AVENUE,EX4 7JE
2,OLD IDE LANE,EX2 9RY
108,BROADWAY,EX2 9NU
36,NADDER PARK ROAD,EX4 1NU
29,ALDRIN ROAD,EX4 5DN
121,GLOUCESTER ROAD,EX4 2EB
9,HERSCHELL ROAD,EX4 6LX
108,CHESTNUT AVENUE,EX2 6DN
14,KNIGHTS PLACE,EX4 9AL
37,SPRINGFIELD ROAD,EX4 6JL
21,SOUTH AVENUE,EX1 2DZ
16,KINNERTON WAY,EX4 2PR
25,SPENSER AVENUE,EX2 6BW
7,ROSEBARN AVENUE,EX4 6DY
,LUDWELL LANE,EX2 5AQ
12,RICHMOND ROAD,EX4 4JA
,SOUTH STREET,EX1 1HP
,LONGBROOK STREET,EX4 6AL
53,STOKE VALLEY ROAD,EX4 5EY
,WESTERN WAY,EX1 2ZT
,CHIEFTAIN WAY,EX2 9FG
,NEW NORTH ROAD,EX4 4GE
,MOUNT DINHAM COURT,EX4 4FW
8,SANFORD PLACE,EX2 9FD
,SOUTHERNHAY EAST,EX1 1AF
,,EX2 8DU
10,PINHOE ROAD,EX4 7HL
,NEW NORTH ROAD,EX4 4GG
,BRUNEL CLOSE,EX4 4FG
,CHURCH ROAD,EX2 9AZ
,COWLEY BRIDGE ROAD,EX4 5FJ
,SIDWELL STREET,EX4 6RY
,NORTHERNHAY PLACE,EX4 3RY
70,SWEETBRIER LANE,EX1 3AQ
20,KENT CLOSE,EX2 5DH
5,LOWER ARGYLL ROAD,EX4 4RP
46,KNOWLE DRIVE,EX4 2DG
,SOUTHGATE,EX2 4DA
4,HOLLAND ROAD,EX2 9BX
12,TOLLARDS ROAD,EX2 6JJ
,BRUNEL CLOSE,EX4 4FD
,WESTERN WAY,EX1 2ZT
,MARSH GREEN ROAD NORTH,EX2 8NY
,KING STREET BUSINESS CENTRE,EX1 1BH
,FORE STREET,EX1 2QG
23,HIGH STREET,EX2 9RW
20,COTFIELD STREET,EX2 8EE
46,LEGION WAY,EX2 8TF
83,REDHILLS,EX4 1SH
,ALFORD CRESCENT,EX1 3LW
,MARKET STREET,EX1 1DS
,KING ARTHURS ROAD,EX4 9BB
8,HAWTHORN ROAD,EX2 6DZ
,CHIEFTAIN WAY,EX2 9FG
,WESTERN WAY,EX1 2ZT
110,MOUNT PLEASANT ROAD,EX4 7AB
65,NEWMAN ROAD,EX4 1PJ
,WESTERN WAY,EX1 2ZT
,HERSCHELL ROAD,EX4 6LX
,WATERBEER STREET,EX4 3EH
13,VICTOR STREET,EX1 3BT
16,DIAMOND ROAD,EX2 8DN
1,BLACKBOY ROAD,EX4 6SN
29,CLIFTON HILL,EX1 2DJ
,SOUTHGATE,EX2 4DA
29,CODRINGTON STREET,EX1 2BU
23,OLD BAKERY CLOSE,EX4 2UZ
19,DICKENS DRIVE,EX2 6NS
7,HACCOMBE CLOSE,EX4 1SA
2,MILL LANE,EX2 6JL
39,LADYSMITH ROAD,EX1 2PU
45,GUINNESS LANE,EX4 2LP
20,ROUND TABLE MEET,EX4 8LF
39,MARSH GREEN ROAD WEST,EX2 8PN
38,COMMERCIAL ROAD,EX2 4AE
53,KINGSWAY,EX2 5EN
47,CECIL ROAD,EX2 9AQ
20,HILL CLOSE,EX4 6HG
13,WELLSWOOD GARDENS,EX4 1RH
31,MINCINGLAKE ROAD,EX4 7EA
17,BAKER STREET,EX2 5EA
11,WEST GROVE ROAD,EX2 4LU
56,HAMLIN GARDENS,EX1 3AD
58,BOWRING CLOSE,EX1 3TU
23,HOLLAND ROAD,EX2 9BX
,PERCY ROAD,EX2 8JY
13,BURNTHOUSE LANE,EX2 6EL
,EXWICK ROAD,EX4 2AS
,PRESTON STREET,EX1 1DJ
,TUDOR STREET,EX4 3BR
,GRACE ROAD WEST,EX2 8PU
9,DUNVEGAN CLOSE,EX4 4AF
,KING EDWARD STREET,EX4 4NY
1,TUCKFIELD CLOSE,EX2 5LP
,DOCTORS WALK,EX2 9RD
,FRIERNHAY STREET,EX4 3AR
9,FOWEY CLOSE,EX1 2PY
,FORE STREET,EX1 2QQ
,TOPSHAM ROAD,EX2 6HP
17,WHIPTON LANE,EX1 3DN
,BLACKBOY ROAD,EX4 6ST
36,WHITCHURCH AVENUE,EX2 5NT
,ALPHA STREET,EX1 2SP
25,CULVERLAND CLOSE,EX4 6HR
42,WOODBURY VIEW,EX2 9JQ
26,PELLINORE ROAD,EX4 9BJ
,SOUTHERNHAY GARDENS,EX1 1NT
59,PARKWAY,EX2 9NE
6,MADISON AVENUE,EX1 3AH
15,PELLINORE ROAD,EX4 9BL
58,BARLEY MOUNT,EX4 1RR
7,CHURCH PATH ROAD,EX2 9DF
14,SCHOOL LANE,EX2 6LB
56,BEAUFORT ROAD,EX2 9AA
12,RONCHETTI WAY,EX2 6EQ
,DRAKES FARM,EX2 9RL
2,HONEYLANDS WAY,EX4 8QR
38,CHARNLEY AVENUE,EX4 1RD
21,ST. SIDWELLS AVENUE,EX4 6QW
,NEW NORTH ROAD,EX4 4JT
7,REDVERS ROAD,EX4 1BS
25,NEWHAYES CLOSE,EX2 9JL
3,ELMDON CLOSE,EX4 6HH
,BLACKBOY ROAD,EX4 6SG
17,EXWICK ROAD,EX4 2BZ
29,SOUTH STREET,EX1 1EB
10,DEVONSHIRE PLACE,EX4 6JA
,OLD MILL CLOSE,EX2 4BW
31,OLD VICARAGE ROAD,EX2 9BL
11,HALDON VIEW TERRACE,EX2 5DZ
43,KINNERTON WAY,EX4 2NA
51,FERNDALE ROAD,EX2 9BW
,KINNERTON WAY,EX4 2EZ
,ISLEWORTH ROAD,EX4 1RG
,HAVEN ROAD,EX2 8GW
,LONGBROOK TERRACE,EX4 4EU
,COMMERCIAL ROAD,EX2 4EB
,COWICK STREET,EX4 1FL
7,WHEATSHEAF WAY,EX2 8RQ
68,WONFORD ROAD,EX2 4LJ
7,BISHOP WESTALL ROAD,EX2 6NH
30,WINCHESTER AVENUE,EX4 2DJ
